No,DUR유형,단일/복합,DUR성분코드,DUR성분,복합일경우이것과먹으면문제,병용금기단일/복합,병용금기DUR성분코드,병용금기dur성분,병용금기복합제,금기내용
370,병용금기,단일,D000151,알파칼시돌,,단일,D000175,칼시페디올,,고칼슘혈증
371,병용금기,단일,D000151,알파칼시돌,,단일,D000188,파리칼시톨,,고칼슘혈증
372,병용금기,단일,D000581,칼시트리올,,단일,D000175,칼시페디올,,고칼슘혈증
373,병용금기,단일,D000581,칼시트리올,,단일,D000188,파리칼시톨,,고칼슘혈증
374,병용금기,단일,D000175,칼시페디올,,단일,D000188,파리칼시톨,,고칼슘혈증
375,병용금기,단일,D000565,염화칼륨,,단일,D000731,스피로노락톤,,고칼륨혈증
376,병용금기,단일,D000565,염화칼륨,,단일,D000159,아미로라이드,,고칼륨혈증
377,병용금기,단일,D000028,아데포비어디피복실,,단일,D000281,테노포비르,,신장청소율을 감소시켜 양쪽 약물 모두 혈장농도 상승
378,병용금기,단일,D000150,아타자나비르,,단일,D000161,이리노테칸,,"골수기능 억제,설사 등 부작용 증강"
379,병용금기,단일,D000696,덱스케토프로펜,,단일,D000142,시프로플록사신,,경련 발생
380,병용금기,단일,D000020,블로난세린,,복합,D000626,로피나비르,D000712,Blonanserin 농도의 증가로 신경학적 또는 기타의 독성 가능성 증가
381,병용금기,단일,D000202,디히드로에르고타민,,단일,D000407,프로바트립탄,,혈압상승 및 맥각독성(말초혈관수축 증가)의 위험성 증가
382,병용금기,복합,D000747,에르고타민,D000852,단일,D000407,프로바트립탄,,"맥각독성(혈관경련, 말단 및 기타조직 허혈)"
383,병용금기,복합,D000747,에르고타민,D001266,단일,D000150,아타자나비르,,"맥각독성(혈관경련, 말단 및 기타조직 허혈)"
384,병용금기,복합,D000747,에르고타민,D001266,복합,D000626,로피나비르,D000712,"맥각독성(혈관경련, 말단 및 기타조직 허혈)"
385,병용금기,단일,D000031,아세메타신,,단일,D000716,메토트렉세이트,,신세뇨관에서 Methotrexate 배설이 지연되어 Methotrexate의 혈액학적 독성 증가
386,병용금기,단일,D000696,덱스케토프로펜,,단일,D000716,메토트렉세이트,,신세뇨관에서 Methotrexate 배설이 지연되어 Methotrexate의 혈액학적 독성 증가
387,병용금기,단일,D000672,케토프로펜,,단일,D000716,메토트렉세이트,,신세뇨관에서 Methotrexate 배설이 지연되어 Methotrexate의 혈액학적 독성 증가
388,병용금기,단일,D000427,멜록시캄,,단일,D000716,메토트렉세이트,,신세뇨관에서 Methotrexate 배설이 지연되어 Methotrexate의 혈액학적 독성 증가
389,병용금기,단일,D000309,피록시캄,,단일,D000716,메토트렉세이트,,신세뇨관에서 Methotrexate 배설이 지연되어 Methotrexate의 혈액학적 독성 증가
390,병용금기,단일,D000806,트로메타몰,,단일,D000716,메토트렉세이트,,신세뇨관에서 Methotrexate 배설이 지연되어 Methotrexate의 혈액학적 독성 증가
391,병용금기,단일,D000030,아미설프리드,,단일,D000541,브로모크립틴,,길항작용
392,병용금기,단일,D000030,아미설프리드,,단일,D000620,프라미펙솔,,길항작용
393,병용금기,단일,D000213,피모지드,,단일,D000405,포사코나졸,,QT 간격 연장
394,병용금기,단일,D000045,요오드화옥사피움,,단일,D000568,요오드화나트륨(131I),,131I 섭취율 저하
395,병용금기,단일,D000745,알모트립탄,,단일,D000407,프로바트립탄,,추가적인 관상혈관 경련으로 고혈압 및 관상 동맥 협착의 위험성 증가
396,병용금기,단일,D000287,나라트립탄,,단일,D000407,프로바트립탄,,추가적인 관상혈관 경련으로 고혈압 및 관상 동맥 협착의 위험성 증가
397,병용금기,복합,D000251,아티카인,D000560,단일,D000248,아목사핀,,리듬장애를 수반한 발작성 고혈압
398,병용금기,단일,D000343,아만타딘,,단일,D000201,드로네다론,,QT 간격 연장
399,병용금기,단일,D000343,아만타딘,,단일,D000719,미졸라스틴,,QT 간격 연장
400,병용금기,단일,D000343,아만타딘,,단일,D000213,피모지드,,QT 간격 연장
401,병용금기,단일,D000213,피모지드,,단일,D000201,드로네다론,,QT 간격 연장
402,병용금기,단일,D000213,피모지드,,단일,D000719,미졸라스틴,,QT 간격 연장
403,병용금기,단일,D000173,지프라시돈,,단일,D000201,드로네다론,,QT 간격 연장
404,병용금기,단일,D000173,지프라시돈,,단일,D000719,미졸라스틴,,QT 간격 연장
405,병용금기,단일,D000173,지프라시돈,,단일,D000213,피모지드,,QT 간격 연장
406,병용금기,단일,D000020,블로난세린,,단일,D000003,넬피나비어,,Blonanserin 혈중 약물 농도 증가로 작용 증대
407,병용금기,단일,D000762,이트라코나졸,,단일,D000434,바데나필,,Vardenafil의 혈중농도 증가
408,병용금기,단일,D000015,보센탄,,단일,D000279,타크로리무스,,보센탄의 혈중농도 증가
409,병용금기,복합,D000091,디피리다몰,D000452,단일,D000716,메토트렉세이트,,메토트렉세이트의 혈액학적 독성 증가
410,병용금기,복합,D000350,에제티미브,D000027,단일,D000762,이트라코나졸,,근증/횡문근변성의 위험성이 증가
411,병용금기,복합,D000350,에제티미브,D000027,단일,D000769,케토코나졸,,근증/횡문근변성의 위험성이 증가
412,병용금기,복합,D000350,에제티미브,D000027,단일,D000256,에리트로마이신,,근증/횡문근변성의 위험성이 증가
413,병용금기,복합,D000350,에제티미브,D000027,단일,D000763,인디나빌,,근증/횡문근변성의 위험성이 증가
414,병용금기,단일,D000419,로바스타틴,,단일,D000395,다루나비르,,횡문근융해증/근육병증 및 이에 수반되는 급격한 신기능 악화
415,병용금기,단일,D000419,로바스타틴,,복합,D000626,로피나비르,D000712,횡문근융해증/근육병증 및 이에 수반되는 급격한 신기능 악화
416,병용금기,단일,D000027,심바스타틴,,단일,D000395,다루나비르,,근병증/횡문근융해
417,병용금기,복합,D000350,에제티미브,D000027,단일,D000150,아타자나비르,,근증/횡문근변성의 위험성이 증가
418,병용금기,복합,D000350,에제티미브,D000027,복합,D000626,로피나비르,D000712,근증/횡문근변성의 위험성이 증가
419,병용금기,복합,D000350,에제티미브,D000027,단일,D000395,다루나비르,,근증/횡문근변성의 위험성이 증가
420,병용금기,복합,D000350,에제티미브,D000027,단일,D000003,넬피나비어,,근증/횡문근변성의 위험성이 증가
421,병용금기,단일,D000004,메톨라존,,단일,D000059,탄산리튬,,리튬 독성 증가
422,병용금기,단일,D000259,아미오다론,,단일,D000201,드로네다론,,Torsade de pointes 위험 증가
423,병용금기,단일,D000259,아미오다론,,단일,D000213,피모지드,,Torsade de pointes 위험 증가
424,병용금기,단일,D000259,아미오다론,,단일,D000362,이미프라민,,Torsade de pointes 위험 증가
425,병용금기,단일,D000259,아미오다론,,단일,D000466,노르트립틸린,,Torsade de pointes 위험 증가
426,병용금기,단일,D000259,아미오다론,,단일,D000809,아미트리프틸린,,Torsade de pointes 위험 증가
427,병용금기,단일,D000259,아미오다론,,단일,D000343,아만타딘,,Torsade de pointes 위험 증가
428,병용금기,단일,D000259,아미오다론,,단일,D000319,돌라세트론,,Torsade de pointes 위험 증가
429,병용금기,단일,D000201,드로네다론,,단일,D000362,이미프라민,,Torsade de pointes 위험 증가
430,병용금기,단일,D000201,드로네다론,,단일,D000466,노르트립틸린,,Torsade de pointes 위험 증가
431,병용금기,단일,D000201,드로네다론,,단일,D000809,아미트리프틸린,,Torsade de pointes 위험 증가
432,병용금기,단일,D000201,드로네다론,,단일,D000319,돌라세트론,,Torsade de pointes 위험 증가
433,병용금기,단일,D000028,아데포비어디피복실,,복합,D000665,엠트리시타빈,D000281,양쪽 약물 모두 혈장농도 상승 가능
434,병용금기,단일,D000718,메트포르민,,단일,D000032,아이오다이즈드오일,,기능적 신부전에 의해 유산 산성증 촉진
435,병용금기,복합,D000718,메트포르민,D000690,단일,D000669,이오헥솔,,기능적 신부전에 의해 유산 산성증 촉진
436,병용금기,복합,D000718,메트포르민,D000690,단일,D000268,이옥사글린산,,기능적 신부전에 의해 유산 산성증 촉진
437,병용금기,복합,D000718,메트포르민,D000690,단일,D000267,이오파미돌,,기능적 신부전에 의해 유산 산성증 촉진
438,병용금기,복합,D000718,메트포르민,D000690,단일,D000761,이오프로마이드,,기능적 신부전에 의해 유산 산성증 촉진
439,병용금기,복합,D000718,메트포르민,D000690,단일,D000165,이오베르솔,,기능적 신부전에 의해 유산 산성증 촉진
440,병용금기,복합,D000718,메트포르민,D000690,단일,D000364,이오메프롤,,기능적 신부전에 의해 유산 산성증 촉진
441,병용금기,복합,D000718,메트포르민,D000690,단일,D000760,이오비트리돌,,기능적 신부전에 의해 유산 산성증 촉진
442,병용금기,복합,D000718,메트포르민,D000690,단일,D000032,아이오다이즈드오일,,기능적 신부전에 의해 유산 산성증 촉진
443,병용금기,복합,D000718,메트포르민,D000600,단일,D000669,이오헥솔,,기능적 신부전에 의해 유산 산성증 촉진
444,병용금기,복합,D000718,메트포르민,D000600,단일,D000268,이옥사글린산,,기능적 신부전에 의해 유산 산성증 촉진
445,병용금기,복합,D000718,메트포르민,D000600,단일,D000267,이오파미돌,,기능적 신부전에 의해 유산 산성증 촉진
446,병용금기,복합,D000718,메트포르민,D000600,단일,D000761,이오프로마이드,,기능적 신부전에 의해 유산 산성증 촉진
447,병용금기,복합,D000718,메트포르민,D000600,단일,D000165,이오베르솔,,기능적 신부전에 의해 유산 산성증 촉진
448,병용금기,복합,D000718,메트포르민,D000600,단일,D000364,이오메프롤,,기능적 신부전에 의해 유산 산성증 촉진
449,병용금기,복합,D000718,메트포르민,D000600,단일,D000760,이오비트리돌,,기능적 신부전에 의해 유산 산성증 촉진
450,병용금기,복합,D000718,메트포르민,D000600,단일,D000032,아이오다이즈드오일,,기능적 신부전에 의해 유산 산성증 촉진
451,병용금기,복합,D000718,메트포르민,D000002,단일,D000268,이옥사글린산,,기능적 신부전에 의해 유산 산성증 촉진
452,병용금기,복합,D000718,메트포르민,D000002,단일,D000267,이오파미돌,,기능적 신부전에 의해 유산 산성증 촉진
453,병용금기,복합,D000718,메트포르민,D000002,단일,D000761,이오프로마이드,,기능적 신부전에 의해 유산 산성증 촉진
454,병용금기,복합,D000718,메트포르민,D000002,단일,D000165,이오베르솔,,기능적 신부전에 의해 유산 산성증 촉진
455,병용금기,복합,D000718,메트포르민,D000002,단일,D000364,이오메프롤,,기능적 신부전에 의해 유산 산성증 촉진
456,병용금기,복합,D000718,메트포르민,D000002,단일,D000760,이오비트리돌,,기능적 신부전에 의해 유산 산성증 촉진
457,병용금기,복합,D000718,메트포르민,D000002,단일,D000032,아이오다이즈드오일,,기능적 신부전에 의해 유산 산성증 촉진
458,병용금기,복합,D000718,메트포르민,D000109,단일,D000669,이오헥솔,,기능적 신부전에 의해 유산 산성증 촉진
459,병용금기,복합,D000718,메트포르민,D000109,단일,D000268,이옥사글린산,,기능적 신부전에 의해 유산 산성증 촉진
460,병용금기,복합,D000718,메트포르민,D000109,단일,D000267,이오파미돌,,기능적 신부전에 의해 유산 산성증 촉진
461,병용금기,복합,D000718,메트포르민,D000109,단일,D000761,이오프로마이드,,기능적 신부전에 의해 유산 산성증 촉진
462,병용금기,복합,D000718,메트포르민,D000109,단일,D000364,이오메프롤,,기능적 신부전에 의해 유산 산성증 촉진
463,병용금기,복합,D000718,메트포르민,D000109,단일,D000760,이오비트리돌,,기능적 신부전에 의해 유산 산성증 촉진
464,병용금기,복합,D000718,메트포르민,D000109,단일,D000032,아이오다이즈드오일,,기능적 신부전에 의해 유산 산성증 촉진
465,병용금기,복합,D000718,메트포르민,D000392,단일,D000669,이오헥솔,,기능적 신부전에 의해 유산 산성증 촉진
466,병용금기,복합,D000718,메트포르민,D000392,단일,D000268,이옥사글린산,,기능적 신부전에 의해 유산 산성증 촉진
467,병용금기,복합,D000718,메트포르민,D000392,단일,D000267,이오파미돌,,기능적 신부전에 의해 유산 산성증 촉진
468,병용금기,복합,D000718,메트포르민,D000392,단일,D000761,이오프로마이드,,기능적 신부전에 의해 유산 산성증 촉진
469,병용금기,복합,D000718,메트포르민,D000392,단일,D000165,이오베르솔,,기능적 신부전에 의해 유산 산성증 촉진
470,병용금기,복합,D000718,메트포르민,D000392,단일,D000364,이오메프롤,,기능적 신부전에 의해 유산 산성증 촉진
471,병용금기,복합,D000718,메트포르민,D000392,단일,D000760,이오비트리돌,,기능적 신부전에 의해 유산 산성증 촉진
472,병용금기,복합,D000718,메트포르민,D000392,단일,D000032,아이오다이즈드오일,,기능적 신부전에 의해 유산 산성증 촉진
473,병용금기,복합,D000718,메트포르민,D000445,단일,D000669,이오헥솔,,기능적 신부전에 의해 유산 산성증 촉진
474,병용금기,복합,D000718,메트포르민,D000445,단일,D000268,이옥사글린산,,기능적 신부전에 의해 유산 산성증 촉진
475,병용금기,복합,D000718,메트포르민,D000445,단일,D000267,이오파미돌,,기능적 신부전에 의해 유산 산성증 촉진
476,병용금기,복합,D000718,메트포르민,D000445,단일,D000761,이오프로마이드,,기능적 신부전에 의해 유산 산성증 촉진
477,병용금기,복합,D000718,메트포르민,D000445,단일,D000165,이오베르솔,,기능적 신부전에 의해 유산 산성증 촉진
478,병용금기,복합,D000718,메트포르민,D000445,단일,D000364,이오메프롤,,기능적 신부전에 의해 유산 산성증 촉진
479,병용금기,복합,D000718,메트포르민,D000445,단일,D000760,이오비트리돌,,기능적 신부전에 의해 유산 산성증 촉진
480,병용금기,복합,D000718,메트포르민,D000445,단일,D000032,아이오다이즈드오일,,기능적 신부전에 의해 유산 산성증 촉진
481,병용금기,복합,D000718,메트포르민,D000244,단일,D000669,이오헥솔,,기능적 신부전에 의해 유산 산성증 촉진
482,병용금기,복합,D000718,메트포르민,D000244,단일,D000268,이옥사글린산,,기능적 신부전에 의해 유산 산성증 촉진
483,병용금기,복합,D000718,메트포르민,D000244,단일,D000267,이오파미돌,,기능적 신부전에 의해 유산 산성증 촉진
484,병용금기,복합,D000718,메트포르민,D000244,단일,D000761,이오프로마이드,,기능적 신부전에 의해 유산 산성증 촉진
485,병용금기,복합,D000718,메트포르민,D000244,단일,D000165,이오베르솔,,기능적 신부전에 의해 유산 산성증 촉진
486,병용금기,복합,D000718,메트포르민,D000244,단일,D000364,이오메프롤,,기능적 신부전에 의해 유산 산성증 촉진
487,병용금기,복합,D000718,메트포르민,D000244,단일,D000760,이오비트리돌,,기능적 신부전에 의해 유산 산성증 촉진
488,병용금기,복합,D000718,메트포르민,D000244,단일,D000032,아이오다이즈드오일,,기능적 신부전에 의해 유산 산성증 촉진
489,병용금기,단일,D000151,알파칼시돌,,복합,D000581,칼시트리올,D000658,고칼슘혈증
490,병용금기,단일,D000175,칼시페디올,,복합,D000581,칼시트리올,D000658,고칼슘혈증
491,병용금기,단일,D000188,파리칼시톨,,복합,D000581,칼시트리올,D000658,고칼슘혈증
492,병용금기,단일,D000737,아바나필,,단일,D000150,아타자나비르,,혈압강하증가
493,병용금기,단일,D000737,아바나필,,단일,D000770,클로람페니콜,,혈압강하증가
494,병용금기,단일,D000737,아바나필,,단일,D000373,클래리트로마이신,,혈압강하증가
495,병용금기,단일,D000737,아바나필,,복합,D000673,코비시스타트,D000561/D000665/D000281,혈압강하증가
496,병용금기,단일,D000737,아바나필,,단일,D000395,다루나비르,,혈압강하증가
497,병용금기,단일,D000737,아바나필,,단일,D000763,인디나빌,,혈압강하증가
498,병용금기,단일,D000737,아바나필,,단일,D000572,이소소르비드,,혈압강하증가
499,병용금기,단일,D000737,아바나필,,단일,D000762,이트라코나졸,,혈압강하증가
500,병용금기,단일,D000737,아바나필,,복합,D000626,로피나비르,D000712,혈압강하증가
501,병용금기,단일,D000737,아바나필,,단일,D000128,미로데나필,,혈압강하증가
502,병용금기,단일,D000737,아바나필,,단일,D000530,몰시도민,,혈압강하증가
503,병용금기,단일,D000737,아바나필,,단일,D000003,넬피나비어,,혈압강하증가
504,병용금기,단일,D000737,아바나필,,단일,D000497,니카르디핀,,기절의 효과감소
505,병용금기,단일,D000737,아바나필,,단일,D000498,니코란딜,,혈압강하증가
506,병용금기,단일,D000737,아바나필,,단일,D000215,니트로글리세린,,혈압강하증가
507,병용금기,단일,D000737,아바나필,,단일,D000787,니트로푸루시드,,혈압강하증가
508,병용금기,단일,D000737,아바나필,,단일,D000405,포사코나졸,,혈압강하증가
509,병용금기,단일,D000737,아바나필,,단일,D000712,리토나비르,,혈압강하증가
510,병용금기,단일,D000737,아바나필,,단일,D000246,실데나필,,동일계열 병용투여 금기
511,병용금기,단일,D000737,아바나필,,단일,D000181,타다라필,,동일계열 병용투여 금기
512,병용금기,단일,D000737,아바나필,,단일,D000569,유데나필,,동일계열 병용투여 금기
513,병용금기,단일,D000737,아바나필,,단일,D000434,바데나필,,동일계열 병용투여 금기
514,병용금기,단일,D000737,아바나필,,단일,D000443,보리코나졸,,혈압강하증가
515,병용금기,단일,D000128,미로데나필,,단일,D000530,몰시도민,,혈압강하증가
516,병용금기,단일,D000128,미로데나필,,단일,D000215,니트로글리세린,,혈압강하증가
517,병용금기,단일,D000128,미로데나필,,단일,D000787,니트로푸루시드,,혈압강하증가
518,병용금기,단일,D000246,실데나필,,단일,D000763,인디나빌,,혈압강하증가
519,병용금기,단일,D000246,실데나필,,복합,D000626,로피나비르,D000712,혈압강하증가
520,병용금기,단일,D000246,실데나필,,단일,D000712,리토나비르,,혈압강하증가
521,병용금기,단일,D000434,바데나필,,단일,D000259,아미오다론,,혈압강하증가
522,병용금기,단일,D000434,바데나필,,단일,D000150,아타자나비르,,혈압강하증가
523,병용금기,단일,D000434,바데나필,,복합,D000673,코비시스타트,D000561/D000665/D000281,혈압강하증가
524,병용금기,단일,D000434,바데나필,,단일,D000395,다루나비르,,혈압강하증가
525,병용금기,단일,D000434,바데나필,,단일,D000201,드로네다론,,혈압강하증가
526,병용금기,단일,D000434,바데나필,,단일,D000763,인디나빌,,혈압강하증가
527,병용금기,단일,D000434,바데나필,,복합,D000626,로피나비르,D000712,혈압강하증가
528,병용금기,단일,D000434,바데나필,,단일,D000003,넬피나비어,,혈압강하증가
529,병용금기,단일,D000434,바데나필,,단일,D000712,리토나비르,,혈압강하증가
530,병용금기,단일,D000434,바데나필,,단일,D000022,소타롤,,혈압강하증가
531,병용금기,복합,D000733,시프로테론,D000749,단일,D000556,에토노게스트렐,,혈전색전증 위험을 높임
532,병용금기,복합,D000733,시프로테론,D000749,단일,D000617,레보노르게스트렐,,혈전색전증 위험을 높임
533,병용금기,복합,D000733,시프로테론,D000749,단일,D000617,레보노르게스트렐,,혈전색전증 위험을 높임
534,병용금기,복합,D000733,시프로테론,D000749,복합,D000694,데소게스트렐,D000749,혈전색전증 위험을 높임
535,병용금기,복합,D000733,시프로테론,D000749,복합,D000789,드로스피레논,D000749,혈전색전증 위험을 높임
536,병용금기,복합,D000733,시프로테론,D000749,복합,D000556,에토노게스트렐,D000749,혈전색전증 위험을 높임
537,병용금기,복합,D000733,시프로테론,D000749,복합,D000389,게스토덴,D000749,혈전색전증 위험을 높임
538,병용금기,복합,D000733,시프로테론,D000749,복합,D000617,레보노르게스트렐,D000749,혈전색전증 위험을 높임
539,병용금기,복합,D000733,시프로테론,D000749,단일,D000121,메드록시프로게스테론,,혈전색전증 위험을 높임
540,병용금기,단일,D000695,덱스란소프라졸,,단일,D000150,아타자나비르,,Atazanavir의 치료효과 감소 및 내성발현 위험 증가
541,병용금기,단일,D000153,에스오메프라졸,,단일,D000003,넬피나비어,,Nelfinavir의 치료효과 감소 및 내성발현 위험 증가
542,병용금기,단일,D000357,올란자핀,,단일,D000560,에피네프린,,중증의 혈압강하를 일으킬 수 있음
543,병용금기,단일,D000469,오메프라졸,,단일,D000003,넬피나비어,,Nelfinavir의 치료효과 감소 및 내성발현 위험 증가
544,병용금기,단일,D000735,아고멜라틴,,단일,D000800,플루복사민,,아고멜라틴 혈중농도 증가
545,병용금기,단일,D000735,아고멜라틴,,단일,D000142,시프로플록사신,,아고멜라틴 혈중농도 증가
546,병용금기,단일,D000396,다비가트란에텍실레이트,,단일,D000334,사이클로스포린,,다비가트란의 혈중농도가 상승하여 출혈위험 증가
547,병용금기,단일,D000396,다비가트란에텍실레이트,,단일,D000201,드로네다론,,다비가트란의 혈중농도가 상승하여 출혈위험 증가
548,병용금기,단일,D000396,다비가트란에텍실레이트,,단일,D000762,이트라코나졸,,다비가트란의 혈중농도가 상승하여 출혈위험 증가
549,병용금기,단일,D000087,도리페넴,,단일,D000535,발프로산,,발프론산의 혈중농도를  감소시켜 간질발작 재발의 위험 증가
550,병용금기,단일,D000036,에트라비린,,단일,D000476,카르바마제핀,,에트라비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현
551,병용금기,단일,D000036,에트라비린,,단일,D000282,페노바르비탈,,에트라비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현
552,병용금기,단일,D000036,에트라비린,,단일,D000595,페니토인,,에트라비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현
553,병용금기,단일,D000036,에트라비린,,단일,D000314,리팜피신,,에트라비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현
554,병용금기,단일,D000036,에트라비린,,단일,D000447,세인트존스워트,,에트라비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현
555,병용금기,단일,D000402,페북소스타트,,단일,D000123,메르캅토푸린,,메르캅토푸린의 혈중농도 증가
556,병용금기,단일,D000402,페북소스타트,,단일,D000250,아자티오프린,,아자치오프린의 혈중농도 증가
557,병용금기,단일,D000208,포스아프레피탄트 디메글루민염,,단일,D000213,피모지드,,피모짓의 혈중농도 증가
558,병용금기,단일,D000472,이그라티모드,,단일,D000567,와파린,,와파린작용 증대
559,병용금기,단일,D000571,이바브라딘,,단일,D000762,이트라코나졸,,이바브라딘의 혈중농도 증가
560,병용금기,단일,D000571,이바브라딘,,단일,D000373,클래리트로마이신,,이바브라딘의 혈중농도 증가
561,병용금기,단일,D000571,이바브라딘,,단일,D000003,넬피나비어,,이바브라딘의 혈중농도 증가
562,병용금기,단일,D000571,이바브라딘,,단일,D000712,리토나비르,,이바브라딘의 혈중농도 증가
563,병용금기,단일,D000571,이바브라딘,,단일,D000256,에리트로마이신,,이바브라딘의 혈중농도 증가
564,병용금기,단일,D000698,라사길린,,단일,D000429,모클로베미드,,"고혈압위기, 세로토닌증후군 발생 위험 증가"
565,병용금기,단일,D000698,라사길린,,단일,D000139,셀레길린염산염,,"고혈압위기, 세로토닌증후군 발생 위험 증가"
566,병용금기,단일,D000698,라사길린,,단일,D000700,페티딘,,"고혈압위기, 세로토닌증후군 발생 위험 증가"
567,병용금기,단일,D000698,라사길린,,단일,D000773,트라마돌,,"고혈압위기, 세로토닌증후군 발생 위험 증가"
568,병용금기,단일,D000698,라사길린,,단일,D000242,시클로벤자프린,,"고혈압위기, 세로토닌증후군 발생 위험 증가"
569,병용금기,단일,D000698,라사길린,,단일,D000447,세인트존스워트,,"고혈압위기, 세로토닌증후군 발생 위험 증가"
570,병용금기,단일,D000158,메타사이클린,,단일,D000488,트레티노인,,두개내 고혈압
571,병용금기,단일,D000225,릴피비린,,단일,D000476,카르바마제핀,,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현
572,병용금기,단일,D000225,릴피비린,,단일,D000263,옥스카르바제핀,,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현
573,병용금기,단일,D000225,릴피비린,,단일,D000282,페노바르비탈,,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현
574,병용금기,단일,D000225,릴피비린,,단일,D000595,페니토인,,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현
575,병용금기,단일,D000225,릴피비린,,단일,D000209,포스페니토인,,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현
576,병용금기,단일,D000225,릴피비린,,단일,D000314,리팜피신,,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현
577,병용금기,단일,D000225,릴피비린,,단일,D000447,세인트존스워트,,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현
578,병용금기,단일,D000225,릴피비린,,단일,D000469,오메프라졸,,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소
579,병용금기,단일,D000225,릴피비린,,단일,D000153,에스오메프라졸,,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소
580,병용금기,단일,D000225,릴피비린,,단일,D000699,란소프라졸,,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소
581,병용금기,단일,D000225,릴피비린,,단일,D000695,덱스란소프라졸,,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소
582,병용금기,단일,D000225,릴피비린,,단일,D000386,판토프라졸,,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소
583,병용금기,단일,D000225,릴피비린,,단일,D000751,에스판토프라졸,,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소
584,병용금기,단일,D000225,릴피비린,,단일,D000204,라베프라졸,,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소
585,병용금기,단일,D000225,릴피비린,,단일,D000168,일라프라졸,,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소
586,병용금기,단일,D000225,릴피비린,,단일,D000301,레바프라잔,,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소
587,병용금기,단일,D000527,리바록사반,,단일,D000150,아타자나비르,,리바록사반의 혈중농도가 상승하여 출혈위험 증가
588,병용금기,단일,D000527,리바록사반,,단일,D000763,인디나빌,,리바록사반의 혈중농도가 상승하여 출혈위험 증가
589,병용금기,단일,D000527,리바록사반,,단일,D000712,리토나비르,,리바록사반의 혈중농도가 상승하여 출혈위험 증가
590,병용금기,단일,D000527,리바록사반,,복합,D000673,코비시스타트,D000561/D000665/D000281,리바록사반의 혈중농도가 상승하여 출혈위험 증가
591,병용금기,단일,D000527,리바록사반,,단일,D000762,이트라코나졸,,리바록사반의 혈중농도가 상승하여 출혈위험 증가
592,병용금기,단일,D000527,리바록사반,,단일,D000443,보리코나졸,,리바록사반의 혈중농도가 상승하여 출혈위험 증가
593,병용금기,단일,D000342,실로도신,,단일,D000373,클래리트로마이신,,실로도신의 혈중농도 증가
594,병용금기,단일,D000342,실로도신,,단일,D000762,이트라코나졸,,실로도신의 혈중농도 증가
595,병용금기,단일,D000342,실로도신,,단일,D000712,리토나비르,,실로도신의 혈중농도 증가
596,병용금기,단일,D000385,티카그렐러,,단일,D000373,클래리트로마이신,,티카그렐러의 혈중농도 증가
597,병용금기,단일,D000385,티카그렐러,,단일,D000712,리토나비르,,티카그렐러의 혈중농도 증가
598,병용금기,단일,D000385,티카그렐러,,단일,D000150,아타자나비르,,티카그렐러의 혈중농도 증가
599,병용금기,단일,D000487,톨밥탄,,단일,D000373,클래리트로마이신,,톨밥탄의 혈중농도 증가
600,병용금기,단일,D000487,톨밥탄,,단일,D000762,이트라코나졸,,톨밥탄의 혈중농도 증가
601,병용금기,단일,D000487,톨밥탄,,단일,D000712,리토나비르,,톨밥탄의 혈중농도 증가
602,병용금기,단일,D000487,톨밥탄,,단일,D000763,인디나빌,,톨밥탄의 혈중농도 증가
603,병용금기,단일,D000487,톨밥탄,,단일,D000003,넬피나비어,,톨밥탄의 혈중농도 증가
604,병용금기,단일,D000297,돔페리돈,,단일,D000259,아미오다론,,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성"
605,병용금기,단일,D000297,돔페리돈,,단일,D000030,아미설프리드,,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성"
